Game Clock,2min Warning,Late Game,Lead,d1,d2,d3,d4,Distance,LateLong,Spot,isRedZone,Play Type
0.078888889,0,1,0.464285714,1,0,0,0,0.25,0,0.434343434,0,RUSH
0.07037037,0,1,0.464285714,0,1,0,0,0.275,0,0.444444444,0,PASS
0.061851852,0,1,0.464285714,0,0,1,0,0.325,1,0.464646465,0,RUSH
0.024166667,1,1,0.464285714,1,0,0,0,0.25,0,0.484848485,0,PASS
0.022916667,1,1,0.464285714,0,1,0,0,0.25,0,0.484848485,0,PASS
0.976111111,0,0,0.5,1,0,0,0,0.25,0,0.898989899,0,RUSH
0.970222222,0,0,0.5,0,1,0,0,0.175,0,0.868686869,0,RUSH
0.964333333,0,0,0.5,1,0,0,0,0.25,0,0.787878788,0,PASS
0.958444444,0,0,0.5,0,1,0,0,0.25,0,0.787878788,0,RUSH
0.952555556,0,0,0.5,0,0,1,0,0.15,0,0.747474747,0,PASS
0.952555556,0,0,0.5,0,0,0,1,0.15,0,0.747474747,0,PUNT
0.883888889,0,0,0.5,1,0,0,0,0.25,0,0.808080808,0,PASS
0.875277778,0,0,0.5,0,1,0,0,0.25,0,0.808080808,0,RUSH
0.866666667,0,0,0.5,0,0,1,0,0.15,0,0.767676768,0,PASS
0.866666667,0,0,0.5,0,0,0,1,0.025,0,0.717171717,0,PUNT
0.835,0,0,0.478571429,1,0,0,0,0.25,0,0.757575758,0,RUSH
0.828194444,0,0,0.478571429,1,0,0,0,0.25,0,0.575757576,0,RUSH
0.821388889,0,0,0.478571429,0,1,0,0,0.2,0,0.555555556,0,RUSH
0.814583333,0,0,0.478571429,0,0,1,0,0.15,0,0.535353535,0,PASS
0.814583333,0,0,0.478571429,0,0,0,1,0.15,0,0.535353535,0,PUNT
0.789444444,0,0,0.478571429,1,0,0,0,0.25,0,0.545454545,0,PASS
0.784259259,0,0,0.478571429,0,1,0,0,0.25,0,0.545454545,0,RUSH
0.779074074,0,0,0.478571429,0,0,1,0,0.2,1,0.525252525,0,PASS
0.779074074,0,0,0.478571429,0,0,0,1,0.2,1,0.525252525,0,PUNT
0.747777778,0,0,0.478571429,1,0,0,0,0.25,0,0.838383838,0,RUSH
0.743402778,0,0,0.478571429,1,0,0,0,0.25,0,0.676767677,0,RUSH
0.739027778,0,0,0.478571429,0,1,0,0,0.1,0,0.616161616,0,PASS
0.734652778,0,0,0.478571429,1,0,0,0,0.25,0,0.232323232,0,PASS
0.723611111,0,0,0.528571429,1,0,0,0,0.25,0,0.575757576,0,RUSH
0.71797619,0,0,0.528571429,0,1,0,0,0.075,0,0.505050505,0,PASS
0.71234127,0,0,0.528571429,1,0,0,0,0.25,0,0.373737374,0,RUSH
0.706706349,0,0,0.528571429,0,1,0,0,0.025,0,0.282828283,0,PASS
0.701071429,0,0,0.528571429,1,0,0,0,0.2,0,0.080808081,1,RUSH
0.695436508,0,0,0.528571429,0,1,0,0,0.2,0,0.080808081,1,RUSH
0.689801587,0,0,0.528571429,0,0,1,0,0.125,0,0.050505051,1,PASS
0.653888889,0,0,0.578571429,1,0,0,0,0.25,0,0.737373737,0,PASS
0.646574074,0,0,0.578571429,0,1,0,0,0.25,0,0.737373737,0,RUSH
0.639259259,0,0,0.578571429,0,0,1,0,0.2,1,0.717171717,0,PASS
0.631944444,0,0,0.578571429,1,0,0,0,0.25,0,0.595959596,0,RUSH
0.62462963,0,0,0.578571429,0,1,0,0,0.175,0,0.565656566,0,RUSH
0.617314815,0,0,0.578571429,1,0,0,0,0.25,0,0.484848485,0,RUSH
0.61,0,0,0.578571429,0,1,0,0,0.1,0,0.424242424,0,RUSH
0.602685185,0,0,0.578571429,1,0,0,0,0.225,0,0.090909091,1,RUSH
0.59537037,0,0,0.578571429,0,1,0,0,0.1,0,0.04040404,1,RUSH
0.538611111,0,0,0.628571429,1,0,0,0,0.25,0,0.808080808,0,RUSH
0.535393519,0,0,0.628571429,0,1,0,0,0.325,0,0.838383838,0,PASS
0.532175926,1,0,0.628571429,0,0,1,0,0.025,0,0.717171717,0,PASS
0.528958333,1,0,0.628571429,1,0,0,0,0.25,0,0.636363636,0,RUSH
0.525740741,1,0,0.628571429,0,1,0,0,0.55,0,0.757575758,0,RUSH
0.522523148,1,0,0.628571429,1,0,0,0,0.25,0,0.525252525,0,PASS
0.513333333,1,0,0.628571429,0,1,0,0,0.15,0,0.484848485,0,PASS
0.510115741,1,0,0.628571429,0,0,1,0,0.025,0,0.434343434,0,RUSH
0.506898148,1,0,0.628571429,1,0,0,0,0.25,0,0.404040404,0,PASS
0.503680556,1,0,0.628571429,0,1,0,0,0.25,0,0.404040404,0,PASS
0.49724537,1,0,0.628571429,0,0,1,0,0.375,1,0.454545455,0,PASS
0.500833333,1,0,0.628571429,1,0,0,0,0.025,0,0.01010101,1,RUSH
0.5,0,0,0.628571429,1,0,0,0,0.25,0,0.656565657,0,RUSH
0.421666667,0,0,0.678571429,1,0,0,0,0.25,0,0.787878788,0,RUSH
0.415185185,0,0,0.678571429,0,1,0,0,0.225,0,0.777777778,0,RUSH
0.408703704,0,0,0.678571429,0,0,1,0,0.275,1,0.797979798,0,PASS
0.408703704,0,0,0.678571429,0,0,0,1,0.275,1,0.797979798,0,PUNT
0.361944444,0,0,0.678571429,1,0,0,0,0.25,0,0.606060606,0,PASS
0.354618056,0,0,0.678571429,1,0,0,0,0.25,0,0.464646465,0,RUSH
0.347291667,0,0,0.678571429,0,1,0,0,0.2,0,0.444444444,0,PASS
0.339965278,0,0,0.678571429,0,0,1,0,0.1,0,0.404040404,0,RUSH
0.332638889,0,0,0.678571429,0,0,0,1,0.075,0,0.393939394,0,RUSH
0.3253125,0,0,0.678571429,1,0,0,0,0.25,0,0.191919192,1,PASS
0.317986111,0,0,0.678571429,0,1,0,0,0.25,0,0.191919192,1,RUSH
0.310659722,0,0,0.678571429,0,0,1,0,0.1,0,0.131313131,1,RUSH
0.310659722,0,0,0.678571429,0,0,0,1,0.65,1,0.353535354,0,PUNT
0.282777778,0,0,0.678571429,1,0,0,0,0.25,0,0.474747475,0,RUSH
0.275694444,0,0,0.678571429,1,0,0,0,0.25,0,0.353535354,0,RUSH
0.268611111,0,0,0.678571429,0,1,0,0,0.35,0,0.393939394,0,PASS
0.261527778,0,0,0.678571429,0,0,1,0,0.35,1,0.393939394,0,RUSH
0.261527778,0,0,0.678571429,0,0,0,1,0.5,1,0.454545455,0,PUNT
0.235833333,0,0,0.678571429,1,0,0,0,0.2,0,0.080808081,1,RUSH
0.205277778,0,0,0.728571429,1,0,0,0,0.25,0,0.414141414,0,PASS
0.199513889,0,0,0.728571429,0,1,0,0,0.05,0,0.333333333,0,PASS
0.19375,0,0,0.728571429,1,0,0,0,0.25,0,0.262626263,0,RUSH
0.187986111,0,0,0.728571429,0,1,0,0,0.075,0,0.191919192,1,PASS
0.182222222,0,0,0.728571429,0,0,1,0,0.075,0,0.191919192,1,PASS
0.176458333,0,0,0.728571429,1,0,0,0,0.25,0,0.131313131,1,PASS
0.170694444,0,0,0.728571429,0,1,0,0,0.175,0,0.101010101,1,RUSH
0.164930556,0,0,0.728571429,1,0,0,0,0.05,0,0.02020202,1,RUSH
0.116388889,0,1,0.778571429,1,0,0,0,0.25,0,0.686868687,0,RUSH
0.108948413,0,1,0.778571429,0,1,0,0,0.1,0,0.626262626,0,RUSH
0.101507937,0,1,0.778571429,0,0,1,0,0.025,0,0.595959596,0,RUSH
0.09406746,0,1,0.778571429,1,0,0,0,0.25,0,0.525252525,0,PASS
